title,runtime,rating,profit
The Mummy,86,6.8,"7,082"
The Message,177,8.2,"40,182"
Fort Apache,128,7.6,"14,874"
Anastasia: Once Upon a Time,,,
Bend of the River,91,7.3,"7,038"
It's a Wonderful Sponge,,,
Diarios de motocicleta,126,7.8,$16.76M
Knight Rider,60,5.7,"8,529"
Le salaire de la peur,131,8.1,"48,412"
"The Adventures of Brisco County, Jr.",45,8.3,"7,177"
Muppets Most Wanted,107,6.4,$51.18M
Spirit Riding Free,23,6.4,633
Lord of the Flies,92,7.0,"16,026"
Transamerica,103,7.4,$9.02M
The Chase,94,5.8,$8.01M
Aladin,132,4.7,"2,453"
First Knight,134,5.9,$37.60M
The Dogs of War,118,6.3,"7,131"
Fun Size,86,5.4,$9.40M
PJ Masks,24,6.1,571
Highlander II: The Quickening,91,4.1,$15.56M
"The Beast from 20,000 Fathoms",80,6.7,$5.00M
Moby Dick,116,7.4,$10.40M
Dwight in Shining Armor,,8.5,67
One Million Years B.C.,100,5.7,"7,006"
Voyage to the Bottom of the Sea,52,7.2,"2,815"
BMX Bandits,88,5.4,"4,357"
The Three Musketeers,106,7.3,$22.02M
Star Trek V: The Final Frontier,107,5.5,$52.21M
"Honey, We Shrunk Ourselves!",74,4.9,"11,567"
Hoot,91,5.6,$8.08M
Far Cry 5,,8.2,"2,974"
The Jurassic Games,86,3.7,"1,557"
Beasts of the Southern Wild,93,7.3,$12.80M
Hop,95,5.4,$108.09M
Nothing to Lose,98,6.7,$44.46M
The Great Mouse Detective,74,7.2,$38.60M
1492: Conquest of Paradise,154,6.5,$7.19M
The Last Unicorn,92,7.5,$6.46M
Kangaroo Jack,89,4.4,$66.93M
The Black Stallion,118,7.4,"10,653"
Captain Ron,90,5.7,$22.52M
Astérix & Obélix: Mission Cléopâtre,107,6.6,$3.12M
Scooby-Doo! Mystery Incorporated,23,8.0,"6,839"
The Smurfs 2,105,5.4,$71.02M
The Batman,30,7.3,"8,754"
Sea Patrol,42,7.4,"1,489"
Fast & Furious 10,,,
Fortnite,,5.0,"2,191"
Jason and the Argonauts,104,7.4,"21,126"
Monster Problems,,,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,24,7.5,"2,944"
"Paul, Apostle of Christ",108,6.7,$17.56M
Dreamscape,99,6.3,$11.48M
Alice in Wonderland,150,6.3,"7,194"
Happy Feet Two,100,5.9,$64.01M
The Fugitive,51,8.1,"2,938"
Young Alexander the Great,90,6.5,193
Kono subarashî sekai ni shukufuku o!,24,7.8,"3,063"
The Adventures of Jimmy Neutron: Boy Genius,24,6.7,"14,637"
Amazing Stories,30,7.4,"4,556"
Pathfinder,99,5.4,$10.23M
Teen Titans: The Judas Contract,84,7.0,"9,624"
Balto,78,7.1,$11.27M
Lawman,99,7.0,"3,617"
Stealth,121,5.0,$32.12M
Recess,23,7.9,"20,015"
Outcast,99,4.7,"11,513"
The Peanuts Movie,88,7.1,$130.18M
Tin Man,270,7.2,"12,587"
Gallipoli,110,7.5,$5.73M
Jûsan-nin no shikaku,141,7.6,$0.80M
The New Legends of Monkey,24,6.7,"2,191"
Kurenai no buta,94,7.8,"61,929"
Remington Steele,60,7.3,"6,473"
102 Dalmatians,100,4.9,$66.96M
The Transformers: The Movie,84,7.3,$5.85M
The Warriors Gate,108,5.4,"3,690"
Journey to the West: Demon Chapter,109,5.4,$0.88M
Barnyard,90,5.6,$72.78M
For Whom the Bell Tolls,170,6.9,$17.80M
Sharknado 5: Global Swarming,93,4.0,"4,500"
Fantastic Voyage,100,6.8,"15,784"
Avatar 3,,,
The Great Race,160,7.3,$25.33M
Solarbabies,94,4.8,$1.58M
Meet Dave,90,5.0,$11.80M
Bacurau,131,7.0,198
Red vs. Blue,6,8.4,"8,540"
The Getaway,115,5.7,$16.10M
The Other Side of Heaven,113,6.5,$4.72M
Into the West,552,8.1,"6,121"
Old Yeller,83,7.3,$21.91M
Candy,115,5.4,"2,443"
Tengen toppa gurren lagann,24,8.3,"12,225"
A Walk in the Woods,104,6.3,$29.47M
Hercules in New York,75,3.2,"15,941"
The Adventures of the Wilderness Family,100,6.4,$31.22M
El abrazo de la serpiente,125,7.9,$1.33M
Elena of Avalor,24,6.5,858
Planet 51,91,6.1,$42.09M
Batman: Arkham City,,9.5,"23,917"
In Like Flynn,106,5.1,$0.01M
War Party,,,
The New Batman Adventures,30,8.5,"12,024"
Cherry 2000,99,5.5,"8,052"
The Pirates! In an Adventure with Scientists!,88,6.7,$31.05M
Mission: Impossible 8,,,
"Aguirre, der Zorn Gottes",95,8.0,"46,736"
The Philadelphia Experiment,102,6.1,$8.10M
Stargate Origins: Catherine,104,4.4,476
Barbie,,,
That Time I Got Reincarnated as a Slime,25,8.1,"1,387"
Sheena,117,4.9,$5.78M
Rock Dog,90,5.9,$9.40M
Wizards,80,6.5,$9.00M
The Boxtrolls,96,6.8,$50.84M
Snow Dogs,99,5.1,$81.17M
Relics and Rarities,,9.0,62
Made in Abyss,325,8.5,"3,343"
The Way West,122,6.2,"2,151"
Rooster Cogburn,108,6.9,$8.02M
Le avventure dell'incredibile Ercole,88,4.1,974
Are We There Yet?,95,4.7,$82.67M
Planes: Fire & Rescue,83,6.0,$59.17M
Halo Infinite,,,
The Time Tunnel,60,7.6,"2,627"
Man of Tomorrow,,,
Black Mirror,,6.9,107
Yogi Bear,80,4.6,$100.25M
Risen,107,6.3,$36.87M
Kukhnya,,8.5,"3,608"
Quel maledetto treno blindato,99,6.6,"8,302"
The Star Wars Holiday Special,97,2.3,"11,485"
Book of Shadows: Blair Witch 2,90,4.0,$26.44M
Nowhere Boys,26,7.3,"1,794"
White Squall,129,6.6,$10.30M
Power Rangers Dino Charge,21,6.8,928
Gojira vs. Kingu Gidorâ,103,6.6,"4,938"
Allan Quatermain and the Lost City of Gold,99,4.5,$3.75M
Arthur et les Minimoys,94,6.0,$15.13M
Hey Dude,30,7.3,"2,418"
Xi you: Xiang mo pian,110,6.8,$0.02M
ABC Afterschool Specials,60,7.0,765
Metro Exodus,,8.3,549
Travel Man: 48 Hours in...,24,8.3,"1,172"
The Hunter,102,6.8,$0.18M
Starship Troopers 3: Marauder,105,4.3,"21,648"
Man-Thing,97,4.1,$0.14M
King Solomon's Mines,100,5.2,$15.06M
Ben 10: Alien Force,22,7.1,"5,117"
Ji zhi zhui ji,95,5.2,"2,819"
Beverly Hills Chihuahua,91,3.8,$94.51M
Fraggle Rock,30,7.9,"6,199"
The Bionic Woman,60,6.7,"5,228"
Avatar 5,,,
Into the Blue 2: The Reef,92,4.7,"4,430"
The Adventurer: The Curse of the Midas Box,100,5.5,$0.00M
